galaxy,source,distance_mpc,model,n_points,k_params,chi2,dof,chi2_red,aic,bic,ups_disk,ups_bul,success,message,runtime_s,log10_r0_kpc,log10_r_s_kpc,log10_rho0_msun_kpc3,log10_rho_s_msun_kpc3
NGC2841,src/sidmkit/sparc_data/Rotmod_LTG/NGC2841_rotmod.dat,14.1,burkert,50,4,86.40131473317778,46,1.8782894507212562,94.40131473317778,102.04940675489037,1.1344561960466502,1.0964409549925356,True,`ftol` termination condition is satisfied.,0.0028972625732421875,1.2978405257067023,,7.0863738116965465,
NGC2859,src/sidmkit/sparc_data/Rotmod_ETG/NGC2859_rotmod.dat,26.2,nfw,2,4,1.7191782910141293e-21,-2,,8.0,2.772588722239781,0.499999999999917,0.6999999999989948,True,`gtol` termination condition is satisfied.,0.0010874271392822266,,0.505454465432463,,8.454190494851138
NGC2859,src/sidmkit/sparc_data/Rotmod_ETG/NGC2859_rotmod.dat,26.2,burkert,2,4,9.911701676583627e-28,-2,,8.0,2.772588722239781,0.5,0.700000000000001,True,`gtol` termination condition is satisfied.,0.0016720294952392578,0.12011666839791146,,9.329432770075876,
NGC2903,src/sidmkit/sparc_data/Rotmod_LTG/NGC2903_rotmod.dat,6.6,nfw,34,3,184.97594829388967,31,5.966966073996441,190.97594829388967,195.55502986773814,0.2385670335568325,,True,`ftol` termination condition is satisfied.,0.0019741058349609375,,0.7066444730577804,,7.9944854747801894
NGC2903,src/sidmkit/sparc_data/Rotmod_LTG/NGC2903_rotmod.dat,6.6,burkert,34,3,209.18441852140288,31,6.747884468432351,215.18441852140288,219.76350009525135,0.3665419130841635,,True,`ftol` termination condition is satisfied.,0.0024793148040771484,0.6339694924283047,,8.08199707518204,
NGC2915,src/sidmkit/sparc_data/Rotmod_LTG/NGC2915_rotmod.dat,4.06,nfw,30,3,24.501952470187387,27,0.9074797211180514,30.501952470187387,34.70554461517385,0.39429009326226033,,True,`ftol` termination condition is satisfied.,0.0012862682342529297,,0.713456524068623,,7.330880323826795
NGC2915,src/sidmkit/sparc_data/Rotmod_LTG/NGC2915_rotmod.dat,4.06,burkert,30,3,14.003742845694589,27,0.5186571424331329,20.00374284569459,24.207334990681055,0.4081624131933098,,True,`ftol` termination condition is satisfied.,0.0011723041534423828,0.311701228596989,,8.124628123594178,
NGC2955,src/sidmkit/sparc_data/Rotmod_LTG/NGC2955_rotmod.dat,97.9,nfw,24,4,68.89086578623821,20,3.4445432893119103,76.89086578623821,81.60308110762999,0.19100011512575782,0.6799712042012029,True,`ftol` termination condition is satisfied.,0.0014824867248535156,,1.2457773109455204,,7.096473466461765
NGC2955,src/sidmkit/sparc_data/Rotmod_LTG/NGC2955_rotmod.dat,97.9,burkert,24,4,65.67190914334071,20,3.283595457167036,73.67190914334071,78.3841244647325,0.2570189359768695,0.8220686224435747,True,`ftol` termination condition is satisfied.,0.0033462047576904297,1.0230052224549153,,7.510101745707667,
NGC2974,src/sidmkit/sparc_data/Rotmod_ETG/NGC2974_rotmod.dat,22.1,nfw,2,4,2.1157042618099032e-26,-2,,8.0,2.772588722239781,0.5,0.7000000000000005,True,`gtol` termination condition is satisfied.,0.002110719680786133,,0.3216729461032945,,9.174218271364545
